3.824930051097610861e-01,3.813099480545425468e-01,3.824581595918151722e-01,3.933907883173860531e-01
3.898341495746087126e-01,3.914239390582436307e-01,4.110398241872920133e-01,3.902945250787833720e-01
4.061491932835729068e-01,4.084855062010642746e-01,4.317894604632419031e-01,4.096968040036353953e-01
4.281041518364914200e-01,4.255033902718747818e-01,4.569221082712933146e-01,4.254379274208066053e-01
4.456338010791570103e-01,4.468374366316653079e-01,5.094427746689067504e-01,4.458327665109916849e-01
4.694320164319837896e-01,4.741176276865120554e-01,5.393741944681266220e-01,4.675278732088705147e-01
4.926375715452189219e-01,4.952746389668754579e-01,5.699551739030145336e-01,4.951013778483666083e-01
5.745200722769354673e-01,4.980519009348209347e-01,4.885146679473078013e-01,4.885077188454562958e-01
3.702063289662427259e-01,3.740033962487649410e-01,3.710978957973882775e-01,3.902998183546603217e-01
3.824272718127222359e-01,3.818762699721375276e-01,3.850894282560244353e-01,4.017297623675335494e-01
3.904107320944747439e-01,3.893147709530975220e-01,3.877481957824351344e-01,4.259457104751607215e-01
2.757793040782728355e-01,3.301536937237348757e-01,3.421643769459029594e-01,4.641823305142925293e-01
4.330480540493329977e-01,4.257155495815286295e-01,4.279714833883621061e-01,4.899922010384979987e-01
4.574465197139351291e-01,4.601084554472491539e-01,5.097065000853900907e-01,4.667263459310116436e-01
4.909172451779921786e-01,4.931903308131200814e-01,5.950886189299082751e-01,4.882044463930464429e-01
4.990430287652190544e-01,4.990297384189500418e-01,6.021073477489568004e-01,5.135216145562341294e-01
3.523958702275758470e-01,3.504761182921822815e-01,3.525975274141335269e-01,3.757436235713239592e-01
3.446768977116301258e-01,3.464793793037059810e-01,3.467270891674266720e-01,3.792202017615581844e-01
3.546017887058584006e-01,2.029573456808552168e-01,2.537703605246696692e-01,2.327509931387008457e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.178233552828017783e-01,2.406993795192560737e-01,3.410069904693963094e-01,2.928889349366979866e-01
