9.283370962616098454e-02,9.405921554369048310e-02,9.830023118898296997e-02,9.630218925051649281e-02
9.699101034418232403e-02,1.032739169961836151e-01,1.084675306164537278e-01,1.070301260467717841e-01
1.108441895919674292e-01,1.098739321452165268e-01,1.206507089447840103e-01,1.114991604696414645e-01
1.348391366055126939e-01,1.449264435479242774e-01,1.486924134810726494e-01,1.417730299323198828e-01
1.634161976484969636e-01,1.512365571922564544e-01,1.796491467794184560e-01,1.561112206699542537e-01
1.821893285049019651e-01,1.947444038044874315e-01,2.010624130827444178e-01,1.888780061011271216e-01
2.128338995413119605e-01,2.245803891618957659e-01,2.222275198985229072e-01,2.015380347655421900e-01
2.250946153598737398e-01,2.262079042884884150e-01,2.396799003353569657e-01,2.187431707173378148e-01
8.950734635167507947e-02,9.054200994345595888e-02,9.130201976629612193e-02,9.443252036218502399e-02
8.923977898194383751e-02,9.628036382744517563e-02,9.839908310168518635e-02,1.002040147051353886e-01
9.465945963505005556e-02,1.124059510648802995e-01,1.101298636915892248e-01,1.123431286393987288e-01
7.840530865989300824e-02,9.214792605436317174e-02,7.754433797172907705e-02,1.446020014925896990e-01
1.491980247011159000e-01,1.710322792842311757e-01,1.776215773911115348e-01,1.659930384325077057e-01
1.832707467869046369e-01,1.944782071987513350e-01,2.111184427718799939e-01,2.111903567478857768e-01
2.160666597588435101e-01,2.348930290809813914e-01,2.453211817348621426e-01,2.302548581110912540e-01
2.480990918701312942e-01,2.622648113259308800e-01,2.436110037131577200e-01,2.412632699343562614e-01
8.371403858090087358e-02,7.471045541894558162e-02,7.778168427739992619e-02,8.429517845049441793e-02
8.031511821812536978e-02,7.806403298486931652e-02,8.650337589965192975e-02,8.573678699451883767e-02
8.279351505483510676e-02,7.671684390412854271e-02,4.233496462965748164e-02,5.124855639524748818e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.762806888436684816e-02,7.261967618935658009e-02,1.665956176057547533e-01,1.024788352986440304e-01
1.106640056751604928e-01,1.133216900332090216e-01,1.639184256424742747e-01,2.004812577823043840e-01
2.481432214808077519e-01,2.732433890614268113e-01,2.721338467149826412e-01,2.574266242567811447e-01
2.905261434703552137e-01,2.731898478045621803e-01,2.893411325872055073e-01,2.664143575638642791e-01
7.315173138900056549e-02,6.300593650697017267e-02,6.711265202886297632e-02,7.283122156292580474e-02
6.653168190975652929e-02,6.603474609077199242e-02,7.235889892195526696e-02,7.383462702086845963e-02
6.921170901750622884e-02,6.091494795180507626e-02,6.089739564536517796e-02,7.495634728038225170e-02
3.049442604546438382e-02,7.440810653922552698e-02,3.075400165446521422e-02,4.489133522182862240e-02
9.455023374157139893e-02,7.375241175237987057e-02,6.755364756846912733e-02,5.936183986850484401e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.230268410919573618e-01,2.259789125035393809e-01,2.979725745217765009e-01,2.565429741229398597e-01
3.253216525445826179e-01,3.467552364424623668e-01,3.333039846117556992e-01,2.852865037825012551e-01
5.569585488457507588e-02,5.213115535046927707e-02,5.551140760455448159e-02,6.275110610006197354e-02
3.095607615773258298e-02,4.307135813782373562e-02,4.613400113150483567e-02,6.204060816336061379e-02
4.247643234459903133e-02,3.149215700871144802e-02,1.271104308432026084e-02,3.130831420547819377e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.902293545705419475e-02,7.327144643880875718e-02,1.226418383559319952e-01,5.938297242271402959e-02
7.716181084959247705e-02,1.761989690391540520e-01,8.739827534754332494e-02,7.331502223749228331e-02
2.249730517790102247e-01,1.204813688329859495e-01,1.095231825301006962e-01,2.692551967195523921e-01
3.598297605448619874e-01,3.835352541753470068e-01,4.159257860738868606e-01,3.303219004586783747e-01
3.849026433616731940e-02,2.489998163388115401e-02,3.089244400205182553e-02,3.023275476324454106e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.940466281342999352e-03,2.633092472167134976e-02,4.575666863618343960e-02,2.145820569364004921e-02
5.875431885961008432e-02,5.435170066840842862e-02,7.797510915743111060e-02,1.047960871539140026e-01
1.468921818747478403e-01,4.686936550292285231e-02,9.676196208380673236e-02,8.044746897500196225e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.828693942552992224e-01,3.147943192734854456e-01,4.931330210682999260e-01,3.013371711394078889e-01
3.224387362731065410e-02,1.898543157182072671e-02,1.622921868359975678e-02,2.803546082944470552e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.641318705631213971e-04,9.653929693116089158e-03,5.075773157069457704e-03,1.194772405391949155e-03
1.052716249634901360e-02,3.827406264998883291e-03,1.159065776860008189e-02,1.276636011914634647e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.611898034680770142e-02,5.666087732795242055e-02,1.321731544989725449e-01,3.156332954799064006e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.672780410510797067e-01,4.014547896608035016e-01,6.175333622176942816e-01,3.189616278236770963e-01
2.842324215999050829e-02,2.335498471890774461e-02,2.169115985812720276e-02,2.511886562297404105e-02
1.267765169298912600e-02,1.925630118854407269e-02,8.962465146821075451e-03,6.591941253837360452e-03
9.772195535450584059e-03,1.140941615413930584e-02,1.649760998494467128e-03,3.749291730438313649e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.383366915467455988e-03,3.895562391104704508e-02,3.279313661975739869e-02,2.847423056795642116e-02
4.609547948722475530e-02,1.908173246950241042e-01,2.316105016014232687e-01,1.533060401810875384e-01
6.390756585004182810e-02,3.564000000000000501e-01,2.174918399999999918e-01,3.478336780036666021e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
